Crop,State,Season,Quantity (kg),Price per kg (₹),Total Value (₹)
Rice,Maharashtra,Kharif,4966,24.99,124095.89
Wheat,Tamil Nadu,Kharif,2452,20.73,50835.87
Wheat,Maharashtra,Kharif,4906,19.06,93526.91
Cotton,Punjab,Rabi,3244,17.07,55388.54
Soybean,Maharashtra,Kharif,593,34.43,20414.72
Soybean,Gujarat,Kharif,2036,21.14,43048.04
Maize,Tamil Nadu,Kharif,2730,33.14,90469.19
Maize,Tamil Nadu,Rabi,4460,24.61,109758.48
Rice,Tamil Nadu,Rabi,2934,27.45,80528.02
Cotton,Karnataka,Rabi,853,30.23,25782.26
Soybean,Maharashtra,Rabi,1912,21.1,40340.35
Soybean,Karnataka,Kharif,4079,23.12,94302.06
Wheat,Maharashtra,Kharif,2616,17.0,44465.45
Soybean,Maharashtra,Rabi,735,21.29,15651.1
Cotton,Karnataka,Rabi,1923,30.2,58077.79
Maize,Tamil Nadu,Rabi,2536,25.09,63627.66
Rice,Gujarat,Kharif,974,31.56,30738.4
Maize,Tamil Nadu,Rabi,545,32.56,17743.49
Rice,Karnataka,Rabi,2303,32.84,75640.11
Soybean,Maharashtra,Rabi,1222,23.86,29157.11
Cotton,Gujarat,Rabi,3898,32.36,126158.26
Wheat,Punjab,Rabi,3232,20.12,65043.89
Wheat,Tamil Nadu,Kharif,3472,19.55,67878.39
Rice,Gujarat,Kharif,4363,31.51,137461.33
Wheat,Maharashtra,Rabi,631,29.07,18343.2
Wheat,Karnataka,Kharif,2449,32.27,79037.26
Wheat,Maharashtra,Rabi,1675,28.88,48374.58
Wheat,Maharashtra,Kharif,4942,17.77,87805.25
Soybean,Gujarat,Rabi,3687,25.98,95795.62
Maize,Karnataka,Rabi,995,18.77,18680.95
Maize,Gujarat,Kharif,1791,25.05,44858.9
Wheat,Karnataka,Kharif,3103,26.96,83670.16
Maize,Karnataka,Kharif,2853,26.27,74962.17
Soybean,Gujarat,Rabi,518,34.09,17657.07
Soybean,Karnataka,Kharif,2189,26.03,56980.95
Maize,Punjab,Rabi,2146,28.07,60235.67
Wheat,Gujarat,Rabi,4688,19.51,91470.19
Soybean,Punjab,Rabi,678,24.83,16836.46
Rice,Punjab,Rabi,2235,18.23,40735.08
Maize,Karnataka,Rabi,1511,18.6,28097.62
Soybean,Gujarat,Kharif,670,17.73,11880.37
Wheat,Gujarat,Rabi,1519,20.75,31512.12
Maize,Punjab,Kharif,3992,20.51,81886.07
Cotton,Gujarat,Kharif,3945,28.17,111142.77
Wheat,Tamil Nadu,Kharif,1980,24.87,49250.62
Maize,Gujarat,Rabi,866,31.84,27576.1
Rice,Gujarat,Kharif,523,17.72,9265.53
Cotton,Karnataka,Kharif,3632,29.48,107076.73
Rice,Tamil Nadu,Kharif,3441,34.28,117970.15
Rice,Punjab,Kharif,3541,22.61,80052.23
Cotton,Gujarat,Rabi,3001,16.88,50665.84
Rice,Gujarat,Rabi,4923,17.95,88379.75
Maize,Gujarat,Kharif,870,30.64,26657.02
Maize,Gujarat,Kharif,1578,31.81,50191.62
Wheat,Gujarat,Kharif,737,27.27,20094.64
Rice,Punjab,Rabi,662,29.35,19430.67
Cotton,Karnataka,Rabi,3499,34.88,122039.94
Wheat,Gujarat,Kharif,1728,22.44,38778.31
Maize,Maharashtra,Kharif,607,34.61,21007.04
Soybean,Karnataka,Rabi,4628,34.36,158994.99
Soybean,Punjab,Kharif,1982,17.22,34136.36
Wheat,Punjab,Kharif,767,21.91,16802.88
Maize,Punjab,Rabi,2652,27.5,72941.77
Cotton,Karnataka,Rabi,4987,26.45,131903.36
Cotton,Punjab,Kharif,1616,28.9,46701.48
Wheat,Punjab,Rabi,2872,16.3,46806.81
Wheat,Punjab,Kharif,2580,21.4,55206.63
Maize,Gujarat,Kharif,826,29.05,23995.03
Rice,Karnataka,Rabi,997,31.13,31040.44
Wheat,Tamil Nadu,Kharif,3184,30.91,98427.24
Cotton,Gujarat,Rabi,927,26.82,24862.99
Soybean,Tamil Nadu,Kharif,4944,32.89,162597.9
Wheat,Punjab,Kharif,732,27.27,19964.13
Cotton,Karnataka,Rabi,4212,27.49,115779.54
Soybean,Gujarat,Rabi,1582,17.49,27668.24
Cotton,Punjab,Kharif,851,17.58,14961.16
Rice,Tamil Nadu,Rabi,4254,27.12,115351.08
Cotton,Maharashtra,Kharif,4204,22.66,95258.48
Wheat,Maharashtra,Rabi,3790,30.24,114617.95
Rice,Tamil Nadu,Rabi,3327,30.48,101400.05
Rice,Karnataka,Rabi,2037,15.41,31392.07
Rice,Tamil Nadu,Rabi,2476,31.84,78841.35
Rice,Punjab,Kharif,1662,27.93,46423.78
Soybean,Gujarat,Kharif,4997,21.93,109559.57
Wheat,Tamil Nadu,Kharif,1172,28.33,33197.88
Rice,Karnataka,Kharif,1729,30.88,53391.52
Soybean,Maharashtra,Kharif,1775,31.31,55579.07
Cotton,Punjab,Rabi,2728,15.85,43235.57
Rice,Maharashtra,Kharif,2127,18.39,39113.18
Maize,Maharashtra,Kharif,1309,16.64,21782.8
Cotton,Punjab,Kharif,4269,21.73,92780.67
Rice,Tamil Nadu,Kharif,4156,20.12,83617.75
Rice,Gujarat,Kharif,771,22.93,17676.85
Wheat,Karnataka,Kharif,3020,24.61,74317.85
Maize,Punjab,Rabi,3408,23.57,80338.87
Rice,Maharashtra,Rabi,4249,27.32,116062.18
Maize,Punjab,Kharif,4917,15.47,76058.2
Soybean,Tamil Nadu,Rabi,868,16.29,14138.93
Maize,Punjab,Rabi,3384,21.25,71907.0
Soybean,Karnataka,Kharif,3218,22.63,72833.02
Soybean,Karnataka,Kharif,4518,23.35,105492.31
Cotton,Gujarat,Kharif,787,25.78,20290.66
Wheat,Maharashtra,Kharif,4885,20.6,100648.37
Cotton,Karnataka,Kharif,2951,17.87,52730.77
Soybean,Punjab,Kharif,4491,32.53,146081.18
Wheat,Punjab,Rabi,2981,22.6,67366.36
Wheat,Gujarat,Kharif,3958,31.67,125341.93
Soybean,Punjab,Kharif,2742,32.49,89089.52
Soybean,Karnataka,Rabi,2944,23.84,70174.69
Rice,Maharashtra,Rabi,4578,18.39,84193.32
Rice,Tamil Nadu,Kharif,987,30.93,30530.4
Rice,Punjab,Rabi,3309,24.87,82284.22
Cotton,Tamil Nadu,Kharif,2713,20.63,55957.16
Soybean,Karnataka,Rabi,3930,24.21,95164.61
Rice,Gujarat,Rabi,1624,24.25,39387.64
Cotton,Tamil Nadu,Rabi,4304,25.65,110404.62
Wheat,Karnataka,Rabi,3727,21.1,78656.75
Rice,Punjab,Rabi,4397,32.59,143301.19
Cotton,Punjab,Rabi,1354,34.07,46134.36
Cotton,Punjab,Rabi,3241,25.06,81228.48
Rice,Tamil Nadu,Kharif,962,20.87,20078.16
Soybean,Gujarat,Kharif,1923,22.65,43564.93
Wheat,Tamil Nadu,Kharif,3746,33.81,126667.7
Rice,Maharashtra,Rabi,4914,19.73,96967.47
Maize,Karnataka,Kharif,1863,26.79,49913.25
Soybean,Tamil Nadu,Rabi,2294,22.92,52582.07
Soybean,Gujarat,Rabi,1209,16.23,19624.42
Rice,Gujarat,Kharif,2852,22.86,65191.07
Wheat,Maharashtra,Rabi,1573,28.77,45253.54
Cotton,Gujarat,Rabi,4633,18.58,86060.87
Cotton,Karnataka,Rabi,3534,22.08,78039.92
Wheat,Karnataka,Kharif,2210,17.93,39634.78
Maize,Gujarat,Kharif,2351,16.95,39837.77
Wheat,Gujarat,Rabi,2851,17.54,50004.91
Maize,Maharashtra,Kharif,1737,24.02,41731.19
Rice,Gujarat,Rabi,4917,32.76,161078.09
Rice,Punjab,Kharif,2026,24.7,50040.92
Soybean,Karnataka,Rabi,1487,15.09,22438.39
Rice,Karnataka,Kharif,1776,21.76,38637.5
Maize,Punjab,Rabi,2326,26.52,61680.89
Wheat,Tamil Nadu,Kharif,2491,23.18,57747.58
Maize,Punjab,Rabi,1162,28.96,33650.12
Rice,Punjab,Kharif,2316,25.71,59538.58
Wheat,Punjab,Rabi,3591,17.56,63058.86
Maize,Maharashtra,Kharif,1069,22.05,23567.64
Soybean,Maharashtra,Rabi,4677,25.91,121189.4
Wheat,Tamil Nadu,Rabi,1776,18.89,33541.49
Maize,Tamil Nadu,Kharif,3749,31.91,119641.92
Wheat,Tamil Nadu,Kharif,4953,22.67,112270.88
Wheat,Gujarat,Rabi,4562,32.5,148277.87
Cotton,Gujarat,Rabi,632,21.5,13588.99
Cotton,Punjab,Kharif,1852,31.3,57961.02
Wheat,Gujarat,Kharif,2224,19.62,43630.98
Cotton,Karnataka,Rabi,1604,20.57,32991.48
Wheat,Tamil Nadu,Kharif,1544,24.26,37452.37
Rice,Karnataka,Rabi,2836,31.16,88362.92
Cotton,Maharashtra,Rabi,1538,15.2,23379.84
Rice,Maharashtra,Kharif,3757,15.69,58964.02
Rice,Tamil Nadu,Kharif,1077,31.39,33805.2
Soybean,Karnataka,Rabi,2089,15.22,31800.08
Maize,Karnataka,Rabi,615,25.54,15704.26
Soybean,Gujarat,Kharif,1692,21.23,35921.11
Wheat,Maharashtra,Kharif,2546,30.13,76706.17
Soybean,Gujarat,Kharif,4537,31.03,140767.48
Wheat,Gujarat,Rabi,4489,17.5,78558.9
Maize,Punjab,Rabi,1308,23.75,31063.94
Rice,Gujarat,Rabi,1745,33.32,58145.12
Maize,Punjab,Kharif,2045,30.23,61828.03
Maize,Tamil Nadu,Rabi,4766,32.11,153044.17
Wheat,Karnataka,Kharif,3136,21.07,66074.12
Rice,Punjab,Kharif,4316,28.15,121489.66
Rice,Maharashtra,Kharif,1885,29.43,55467.84
Soybean,Gujarat,Rabi,1939,30.21,58573.54
Soybean,Gujarat,Kharif,3350,29.99,100457.69
Soybean,Tamil Nadu,Rabi,3766,27.98,105391.22
Cotton,Gujarat,Kharif,4195,29.64,124319.41
Wheat,Karnataka,Rabi,1246,23.69,29519.42
Wheat,Karnataka,Rabi,4589,34.5,158332.01
Soybean,Karnataka,Kharif,1400,33.7,47177.64
Maize,Maharashtra,Kharif,3133,23.78,74509.45
Maize,Karnataka,Kharif,2218,24.35,54002.74
Cotton,Tamil Nadu,Rabi,1499,22.63,33925.61
Soybean,Karnataka,Rabi,1925,18.68,35967.01
Maize,Gujarat,Rabi,4997,18.86,94255.58
Cotton,Gujarat,Rabi,3227,28.33,91425.07
Maize,Maharashtra,Rabi,4400,16.03,70527.67
Wheat,Karnataka,Kharif,4678,29.35,137321.78
Rice,Tamil Nadu,Kharif,771,32.84,25316.31
Maize,Maharashtra,Kharif,4785,32.65,156250.92
Rice,Punjab,Rabi,2892,15.96,46170.78
Maize,Punjab,Rabi,3579,30.35,108609.67
Rice,Punjab,Kharif,4796,29.26,140343.56
Rice,Tamil Nadu,Kharif,4770,34.83,166143.67
Maize,Tamil Nadu,Kharif,900,25.81,23233.24
Rice,Maharashtra,Kharif,3702,28.54,105658.08
Rice,Punjab,Rabi,1230,29.25,35971.9
Wheat,Tamil Nadu,Kharif,2028,25.82,52372.88
Soybean,Punjab,Kharif,1206,18.33,22104.7
Wheat,Karnataka,Rabi,2781,28.11,78170.89
Wheat,Gujarat,Rabi,3522,24.26,85438.06
Soybean,Karnataka,Kharif,1716,17.2,29522.1
Cotton,Maharashtra,Rabi,4624,29.5,136413.26
Wheat,Karnataka,Rabi,3506,31.11,109080.93
Cotton,Tamil Nadu,Kharif,965,18.36,17713.97
Soybean,Karnataka,Kharif,2718,32.95,89548.48
Maize,Maharashtra,Kharif,3511,24.47,85902.61
Maize,Maharashtra,Rabi,3590,25.94,93114.74
Rice,Punjab,Rabi,3600,25.22,90802.85
Wheat,Tamil Nadu,Rabi,4934,15.68,77373.61
Maize,Punjab,Rabi,4791,19.44,93157.98
Soybean,Karnataka,Rabi,2774,16.74,46439.26
Wheat,Gujarat,Kharif,2793,21.94,61277.37
Maize,Karnataka,Rabi,930,31.38,29181.43
Soybean,Punjab,Rabi,3449,34.14,117744.74
Soybean,Maharashtra,Kharif,3337,30.42,101497.94
Maize,Gujarat,Rabi,3393,28.05,95159.01
Rice,Tamil Nadu,Kharif,553,16.38,9059.38
Cotton,Karnataka,Kharif,4042,28.96,117045.29
Maize,Maharashtra,Rabi,788,25.41,20027.0
Cotton,Karnataka,Kharif,523,31.1,16265.36
Rice,Karnataka,Rabi,3468,27.49,95340.34
Rice,Punjab,Rabi,1017,28.13,28607.31
Soybean,Karnataka,Rabi,1386,15.46,21426.67
Soybean,Tamil Nadu,Rabi,576,32.69,18831.23
Cotton,Punjab,Rabi,1726,30.76,53091.99
Cotton,Tamil Nadu,Rabi,3888,23.03,89546.2
Rice,Gujarat,Rabi,3832,19.4,74333.9
Rice,Punjab,Kharif,3239,30.01,97216.55
Soybean,Gujarat,Rabi,2886,29.64,85535.89
Maize,Karnataka,Kharif,1414,34.39,48627.75
Cotton,Karnataka,Kharif,3997,20.44,81709.15
Soybean,Gujarat,Kharif,3212,31.42,100921.3
Soybean,Punjab,Rabi,3295,32.58,107351.39
Soybean,Karnataka,Kharif,3714,19.68,73094.17
Cotton,Tamil Nadu,Rabi,685,18.29,12528.44
Maize,Punjab,Rabi,3143,17.38,54610.96
Wheat,Karnataka,Kharif,1014,33.55,34017.36
Rice,Maharashtra,Rabi,3487,16.32,56894.05
Rice,Punjab,Rabi,772,20.65,15943.96
Maize,Tamil Nadu,Kharif,2964,23.85,70699.74
Cotton,Gujarat,Kharif,4757,28.95,137693.95
Soybean,Maharashtra,Rabi,4636,26.82,124328.04
Cotton,Karnataka,Kharif,3563,25.65,91389.97
Maize,Tamil Nadu,Kharif,2599,26.11,67869.65
Maize,Tamil Nadu,Rabi,2529,23.75,60061.52
Rice,Punjab,Rabi,4099,17.4,71303.37
Soybean,Punjab,Kharif,1972,31.13,61393.05
Maize,Karnataka,Rabi,2124,28.8,61179.35
Cotton,Karnataka,Kharif,4287,21.62,92678.12
Maize,Gujarat,Kharif,503,23.3,11721.91
Wheat,Tamil Nadu,Rabi,4338,26.48,114864.39
Soybean,Tamil Nadu,Kharif,3209,34.17,109655.39
Wheat,Maharashtra,Kharif,1828,21.79,39830.89
Wheat,Karnataka,Kharif,2727,31.53,85972.92
Cotton,Karnataka,Rabi,2554,21.62,55208.14
Rice,Gujarat,Kharif,3339,27.68,92421.17
Rice,Gujarat,Rabi,785,30.86,24224.81
Soybean,Gujarat,Kharif,1936,32.44,62809.76
Rice,Maharashtra,Rabi,3758,27.97,105113.85
Wheat,Punjab,Kharif,4225,30.84,130307.7
Rice,Punjab,Kharif,1169,24.35,28466.05
Maize,Karnataka,Rabi,2857,15.68,44784.53
Rice,Karnataka,Rabi,3370,21.39,72098.19
Cotton,Maharashtra,Kharif,3777,34.12,128874.7
Rice,Karnataka,Rabi,2206,23.43,51686.94
Cotton,Karnataka,Rabi,2043,26.85,54851.67
Rice,Maharashtra,Rabi,3484,27.88,97124.16
Wheat,Tamil Nadu,Rabi,3168,17.79,56371.61
Cotton,Tamil Nadu,Kharif,2992,17.37,51956.77
Soybean,Gujarat,Kharif,3575,18.98,67839.42
Soybean,Maharashtra,Kharif,3366,26.51,89223.03
Wheat,Karnataka,Kharif,2479,27.86,69069.83
Maize,Maharashtra,Kharif,2220,21.95,48723.82
Wheat,Punjab,Kharif,4389,21.52,94469.19
Cotton,Maharashtra,Rabi,4526,34.61,156649.0
Rice,Karnataka,Rabi,2181,15.84,34543.65
Cotton,Karnataka,Rabi,4258,34.73,147879.4
Rice,Karnataka,Rabi,3282,33.0,108314.17
Soybean,Tamil Nadu,Kharif,1023,19.02,19456.27
Wheat,Tamil Nadu,Rabi,896,25.93,23232.32
Soybean,Tamil Nadu,Kharif,2602,15.41,40107.33
Maize,Tamil Nadu,Kharif,1157,22.05,25516.81
Cotton,Maharashtra,Kharif,772,15.64,12076.12
Wheat,Maharashtra,Kharif,2942,16.05,47228.51
Maize,Gujarat,Rabi,841,24.86,20909.25
Wheat,Tamil Nadu,Rabi,1005,18.26,18349.61
Wheat,Tamil Nadu,Kharif,3795,19.22,72935.32
Wheat,Karnataka,Rabi,3968,22.9,90867.17
Rice,Maharashtra,Rabi,651,18.98,12356.52
Wheat,Tamil Nadu,Rabi,4636,25.11,116424.76
Soybean,Tamil Nadu,Rabi,1319,15.22,20080.47
Cotton,Tamil Nadu,Kharif,4116,33.77,139009.95
Rice,Tamil Nadu,Kharif,3715,31.56,117251.4
Wheat,Punjab,Kharif,4549,23.35,106215.45
Maize,Karnataka,Kharif,1993,31.85,63480.65
Maize,Karnataka,Rabi,675,31.84,21493.09
Cotton,Maharashtra,Rabi,1015,28.91,29346.68
Maize,Tamil Nadu,Rabi,2153,20.74,44654.21
Rice,Punjab,Rabi,2106,15.24,32101.74
Maize,Tamil Nadu,Rabi,4822,23.57,113657.04
Wheat,Punjab,Kharif,3959,28.45,112615.47
Wheat,Karnataka,Kharif,3873,30.45,117937.59
Cotton,Maharashtra,Rabi,2145,28.64,61425.2
Soybean,Karnataka,Rabi,4566,23.96,109394.05
Rice,Tamil Nadu,Kharif,2401,20.88,50138.52
Wheat,Gujarat,Kharif,882,16.8,14815.17
Rice,Gujarat,Kharif,3718,33.6,124910.21
Rice,Punjab,Kharif,3903,16.65,64972.34
Cotton,Karnataka,Rabi,3737,19.36,72330.29
Maize,Tamil Nadu,Rabi,3442,29.26,100706.84
Cotton,Karnataka,Rabi,990,19.73,19532.59
Soybean,Gujarat,Kharif,1071,16.6,17780.25
Rice,Tamil Nadu,Rabi,3508,34.38,120590.04
Cotton,Maharashtra,Kharif,2406,15.74,37873.89
Soybean,Tamil Nadu,Kharif,4276,27.26,116582.02
Wheat,Maharashtra,Kharif,2365,18.76,44367.26
Wheat,Maharashtra,Kharif,3184,28.98,92265.4
Rice,Punjab,Rabi,1349,22.61,30503.74
Soybean,Tamil Nadu,Rabi,4570,24.65,112634.05
Soybean,Karnataka,Kharif,2027,31.43,63709.72
Maize,Gujarat,Rabi,2623,21.4,56142.35
Soybean,Punjab,Kharif,1120,24.77,27739.58
Rice,Karnataka,Rabi,1208,16.68,20146.16
Soybean,Gujarat,Kharif,4664,26.53,123749.57
Wheat,Punjab,Rabi,4948,34.92,172761.16
Maize,Karnataka,Kharif,1028,34.69,35662.59
Cotton,Karnataka,Rabi,1210,34.35,41567.54
Wheat,Gujarat,Kharif,2846,30.93,88019.58
Cotton,Karnataka,Rabi,1449,15.18,21996.34
Rice,Punjab,Rabi,4608,25.03,115343.13
Wheat,Punjab,Rabi,3578,33.41,119555.88
Wheat,Punjab,Kharif,1117,17.58,19632.6
Rice,Maharashtra,Rabi,2494,23.25,57982.57
Cotton,Maharashtra,Rabi,1189,23.16,27531.78
Wheat,Maharashtra,Kharif,1668,17.47,29146.42
Soybean,Karnataka,Rabi,1953,15.96,31174.25
Rice,Gujarat,Kharif,3054,30.61,93497.51
Wheat,Tamil Nadu,Kharif,2920,25.73,75139.03
Cotton,Karnataka,Rabi,4263,22.31,95109.43
Wheat,Gujarat,Kharif,707,26.32,18604.77
Rice,Tamil Nadu,Rabi,4906,29.17,143086.74
Cotton,Gujarat,Rabi,3644,17.75,64687.43
Soybean,Gujarat,Kharif,2407,21.59,51969.29
Rice,Gujarat,Kharif,4023,17.4,70015.59
Maize,Karnataka,Kharif,779,26.92,20971.8
Soybean,Punjab,Kharif,860,25.79,22175.81
Cotton,Punjab,Kharif,2596,32.32,83903.79
Wheat,Tamil Nadu,Rabi,849,18.84,15996.44
Cotton,Karnataka,Kharif,1017,29.15,29647.61
Wheat,Tamil Nadu,Kharif,2869,18.17,52136.12
Cotton,Tamil Nadu,Rabi,2503,16.38,41009.54
Soybean,Gujarat,Rabi,3193,26.7,85251.24
Soybean,Gujarat,Kharif,3330,32.69,108856.89
Rice,Maharashtra,Kharif,4859,24.72,120092.91
Rice,Gujarat,Rabi,896,23.94,21447.75
Soybean,Gujarat,Kharif,2136,29.79,63639.69
Maize,Maharashtra,Rabi,3292,27.73,91285.78
Maize,Tamil Nadu,Rabi,2763,29.07,80330.23
Rice,Punjab,Rabi,2644,31.67,83742.38
Wheat,Karnataka,Rabi,4271,25.48,108819.37
Rice,Punjab,Kharif,2887,32.51,93859.37
Wheat,Maharashtra,Kharif,3099,30.98,96014.39
Wheat,Gujarat,Rabi,1731,18.07,31272.79
Rice,Gujarat,Rabi,4935,17.4,85845.91
Wheat,Gujarat,Kharif,1135,33.66,38199.83
Soybean,Gujarat,Rabi,4957,26.28,130254.92
Soybean,Maharashtra,Rabi,3477,23.12,80398.96
Maize,Punjab,Kharif,1162,28.46,33071.33
Cotton,Gujarat,Rabi,651,28.66,18654.49
Rice,Maharashtra,Rabi,2789,23.66,65986.95
Cotton,Karnataka,Rabi,2882,18.11,52180.83
Cotton,Karnataka,Rabi,1198,22.26,26669.65
Cotton,Punjab,Kharif,2022,34.91,70585.98
Maize,Maharashtra,Kharif,638,34.35,21913.04
Rice,Karnataka,Kharif,2049,19.14,39216.85
Soybean,Maharashtra,Kharif,4975,28.09,139760.22
Soybean,Tamil Nadu,Kharif,4010,21.61,86657.43
Rice,Maharashtra,Kharif,2602,16.45,42814.29
Cotton,Gujarat,Kharif,4971,31.95,158820.18
Cotton,Tamil Nadu,Kharif,3690,29.23,107871.23
Cotton,Tamil Nadu,Rabi,2569,17.45,44830.25
Soybean,Gujarat,Kharif,2174,16.61,36109.57
Cotton,Tamil Nadu,Rabi,2198,18.64,40963.44
Maize,Punjab,Rabi,4618,25.74,118877.2
Maize,Gujarat,Kharif,3140,32.02,100556.26
Wheat,Punjab,Rabi,3253,18.11,58920.94
Soybean,Punjab,Kharif,4956,18.54,91903.2
Maize,Gujarat,Kharif,4187,25.73,107738.74
Rice,Maharashtra,Rabi,1481,32.67,48385.37
Cotton,Punjab,Rabi,4973,25.43,126448.58
Maize,Gujarat,Rabi,3775,31.92,120491.15
Wheat,Gujarat,Rabi,4634,16.51,76485.24
Rice,Gujarat,Rabi,4884,19.94,97364.04
Cotton,Gujarat,Kharif,2801,28.18,78928.87
Rice,Karnataka,Kharif,1056,19.55,20645.43
Cotton,Maharashtra,Kharif,4577,20.73,94881.27
Wheat,Tamil Nadu,Rabi,1984,20.14,39961.36
Cotton,Tamil Nadu,Kharif,1358,23.53,31953.34
Rice,Tamil Nadu,Kharif,3132,22.77,71315.36
Maize,Tamil Nadu,Kharif,3883,29.9,116119.33
Rice,Punjab,Kharif,4281,29.86,127812.93
Maize,Tamil Nadu,Rabi,4735,20.9,98972.34
Maize,Maharashtra,Rabi,2996,29.69,88938.46
Maize,Karnataka,Rabi,4405,24.57,108227.85
Rice,Gujarat,Rabi,4652,20.24,94166.2
Wheat,Punjab,Rabi,4689,24.38,114340.41
Wheat,Tamil Nadu,Kharif,2021,24.77,50054.83
Cotton,Maharashtra,Rabi,671,33.6,22542.61
Cotton,Punjab,Kharif,3180,28.22,89739.68
Soybean,Punjab,Kharif,560,20.45,11453.81
Cotton,Tamil Nadu,Rabi,3295,29.07,95774.4
Rice,Gujarat,Rabi,4825,27.19,131174.44
Rice,Maharashtra,Rabi,3680,29.52,108641.12
Soybean,Karnataka,Kharif,1850,16.93,31311.54
Maize,Tamil Nadu,Rabi,3411,30.56,104245.82
Rice,Gujarat,Rabi,2938,33.2,97531.05
Wheat,Maharashtra,Rabi,3073,28.39,87234.54
Soybean,Gujarat,Rabi,2820,26.6,75009.73
Cotton,Karnataka,Rabi,4337,33.83,146705.65
Wheat,Maharashtra,Rabi,1568,22.61,35460.3
Wheat,Gujarat,Rabi,940,29.27,27513.87
Cotton,Gujarat,Kharif,1758,32.16,56536.19
Cotton,Maharashtra,Rabi,1088,24.09,26210.45
Soybean,Gujarat,Rabi,776,28.9,22425.58
Wheat,Maharashtra,Rabi,1038,30.47,31629.6
Rice,Karnataka,Rabi,3056,18.63,56931.33
Rice,Punjab,Kharif,2520,19.49,49104.38
Wheat,Karnataka,Kharif,3364,15.58,52414.98
Rice,Punjab,Kharif,3556,21.03,74777.24
Maize,Tamil Nadu,Rabi,4197,26.1,109526.02
Wheat,Gujarat,Kharif,4067,30.29,123202.88
Rice,Karnataka,Rabi,1874,16.22,30396.86
Rice,Karnataka,Rabi,4336,18.28,79242.84
Maize,Karnataka,Rabi,3201,22.36,71560.46
Rice,Gujarat,Rabi,3246,29.65,96227.93
Wheat,Maharashtra,Kharif,4384,22.69,99466.78
Wheat,Tamil Nadu,Rabi,1120,30.66,34338.56
Maize,Gujarat,Rabi,1034,27.87,28821.34
Cotton,Punjab,Rabi,4082,33.53,136877.3
Maize,Maharashtra,Kharif,4390,18.13,79585.56
Rice,Punjab,Rabi,4805,25.0,120133.56
Maize,Maharashtra,Rabi,574,17.36,9963.93
Maize,Punjab,Rabi,3278,15.67,51359.16
Wheat,Karnataka,Rabi,4494,30.15,135512.18
Cotton,Punjab,Rabi,2126,32.01,68063.19
Maize,Gujarat,Kharif,1445,21.08,30454.04
Cotton,Gujarat,Kharif,740,19.31,14287.34
Maize,Gujarat,Rabi,869,23.72,20616.94
Maize,Maharashtra,Kharif,2267,19.9,45118.38
Wheat,Maharashtra,Kharif,1892,24.12,45626.66
Cotton,Punjab,Rabi,2825,17.26,48756.6
Wheat,Maharashtra,Kharif,2994,17.22,51554.97
Soybean,Gujarat,Kharif,4692,19.8,92902.66
Rice,Karnataka,Kharif,3192,18.76,59881.3
Maize,Punjab,Rabi,3789,25.11,95133.18
Wheat,Karnataka,Rabi,3979,23.67,94173.17
Wheat,Maharashtra,Kharif,4869,32.08,156217.21
Soybean,Tamil Nadu,Rabi,2444,29.97,73236.8
Cotton,Maharashtra,Kharif,1330,29.82,39661.55
Wheat,Maharashtra,Rabi,1864,17.63,32870.02
Cotton,Punjab,Kharif,2414,20.36,49153.96
Soybean,Karnataka,Rabi,4222,25.29,106781.39
Maize,Gujarat,Kharif,2058,24.07,49541.79
Soybean,Maharashtra,Kharif,4527,34.48,156104.84
Cotton,Gujarat,Rabi,892,24.39,21753.53
Cotton,Punjab,Kharif,2330,20.82,48507.75
Rice,Tamil Nadu,Kharif,2185,18.68,40808.84
Maize,Tamil Nadu,Rabi,722,20.93,15113.29
Rice,Gujarat,Rabi,4553,22.94,104427.4
Wheat,Punjab,Rabi,1250,25.45,31814.03
Cotton,Karnataka,Rabi,1390,23.23,32290.36
Maize,Maharashtra,Kharif,3481,19.07,66378.15
Maize,Maharashtra,Rabi,2368,25.84,61180.92
Rice,Karnataka,Kharif,3337,34.24,114266.07
Cotton,Maharashtra,Rabi,3129,22.11,69184.01
Soybean,Punjab,Kharif,4459,28.35,126415.01
Soybean,Punjab,Rabi,2508,17.56,44037.96
Cotton,Punjab,Rabi,681,23.58,16058.35
Soybean,Maharashtra,Rabi,4151,16.63,69015.39
Wheat,Tamil Nadu,Rabi,3171,33.67,106760.91
Maize,Karnataka,Rabi,2805,34.77,97518.08
Maize,Gujarat,Rabi,1355,22.32,30245.6
Wheat,Tamil Nadu,Kharif,3869,24.93,96448.5
Soybean,Karnataka,Kharif,1799,19.9,35806.93
Soybean,Gujarat,Kharif,543,26.07,14156.54
Rice,Karnataka,Rabi,871,21.01,18300.77
Maize,Gujarat,Rabi,4458,31.78,141693.54
Cotton,Maharashtra,Kharif,530,15.14,8024.85
Rice,Tamil Nadu,Rabi,1485,18.54,27526.4
Wheat,Maharashtra,Rabi,1451,29.92,43412.43
Soybean,Punjab,Kharif,3705,30.75,113931.18
Rice,Maharashtra,Kharif,3017,21.66,65339.45
Cotton,Gujarat,Kharif,3732,24.95,93100.63
Soybean,Maharashtra,Rabi,1152,33.92,39071.11
Maize,Maharashtra,Kharif,4681,26.07,122040.76
Soybean,Maharashtra,Rabi,842,31.68,26676.69
Rice,Maharashtra,Rabi,2392,28.85,69017.51
Rice,Karnataka,Rabi,2851,29.09,82933.44
